Language,Japanese,Commentary
truly,本当に,本当に. 真実に. 偽りなく. 正直に. 誠実に. 忠実に. 正確に
trump,切り札,切り札. 奥の手
trunk,トランク,トランク. 主要な. (木の)幹･胴体. 幹線. 長距離電話. 2. (象の)鼻
truss,トラス,トラス. 桁構え. 干し草･わらなどの束
trust,信頼,を信用する. 信用. 信頼
truth,真実,事実. 真実. 真理. 真偽. 実体. 誠実
tryst,逢い引き,(特に恋人同士の)会合の約束. あいびき(の場所)
tubby,デブ,太っちょ. 桶のような. ずんぐりした
tuber,塊茎,塊茎. 結節
Tudor,チューダー,Tudor dynasty of Englandチューダー朝. 1485-1603. Henry 7 世から Elizabeth 1 世までの英王朝
tulip,チューリップ,チューリップ
tulle,チュール,(仏語)チュール. 薄い網状の布
tummy,おなか,(幼児語)おなか. ポンポン
tumor,腫瘍,腫瘍. 膨らみ. 出っ張り
tuner,チューナー,調律師
tunic,チュニック,古代ギリシア･ローマ人が着た膝上まで届く上衣
tunny,マグロ,マグロ(tuna)
turbo,ターボ,turbochargerターボチャージャー. 内燃機関の熱効率を高めるために利用される過給機の一方式
Turin,トゥーリン,トリノ市. ミラノに次ぐイタリア第2の工業都市. 自動車工業の拠点
tutor,家庭教師,家庭教師. 個人指導教授. に教える
twain,トゥエイン,"イメージ処理用のプログラムと,スキャナやデジタルカメラとの間のインタフェースの一種"
twang,鼻声訛り,びーんと鳴る. 鼻にかかる音
tweak,微調整,をひねる. ひねり. つねる
tweed,ツイード,ツイード服地
tween,トゥイーン,トゥイーン(MS Windowsで作動するTwitterのアプリケーション)
tweet,ツイート,小鳥がさえずる. チッチッと鳴く. さえずる. 2. 呟く. 3. tweetする
twice,2回,2倍. 2度. 2回. 2倍に
twill,ツイル,綾織
twine,より糸,より合わせる. 編む. より糸. 麻糸. からまり. もつれ
twirl,クルクル回す,振り回す(こと). くるくる回す(こと). クルクル. 回る様子
twist,寝違える,をねじる. を曲げる. を縫っていく. よじれ. より糸. 2. 寝違える(crick one's neck. twist one's neck. )
Tyler,タイラー,タイラー(人名)
Tyson,タイソン,マイク・タイソン(Mike Tyson)1966生. 米国の元ヘビー級ボクサー
udder,乳房,(牛. 山羊などの)乳房
ulcer,潰瘍,アルサー. 潰瘍(かいよう)
ultra,ウルトラ,過激な. 極端な. 過激(急進)論者
uncle,叔父,おじ
uncut,アンカット,切らない. ノーカット(和製英語)
under,下,下に. (下位):下の方に空間が広がっているイメージ
undue,不当な,過度の. 不当な
unfit,不適当,適当でない. 不適当な. 不向きな. 不適当にする. 無資格にする
unhip,時代感覚のない,時代感覚のない. 流行遅れの
unify,統一する,統一する. 一様にする
union,組合,労働組合. 結合. 合同. 連合国家. 連邦. 組合. 英国国旗. 同盟
unite,団結させる,結合する. 結合させる. を一つにする. 連合させる. 一体となる. 合体する
unity,ユニティ,統一
unmet,満たされていない,満たされていない
untie,ほどく,ほどく. 解く. を解放する. 自由にする
until,まで,まで. するまで. して初めて
unwed,未婚の,未婚の
unzip,解凍する,ファスナーを開ける. 解決する. 開ける. うまくやってのける. 解凍する
upend,覆す,を逆さまに置く(立てる). ノックダウンする. 負かす
upper,アッパー,上方の. より上の. 上部の. 上流の. 北の. 覚醒剤. (特に)アンフェタミン
upset,動揺,ひっくり返す. 転覆させる. 負かす. 混乱させる
urban,都市,都会の. 都市の. 都会ふうの
urine,尿,尿
usage,使用法,用法. 使用法
USAir,USAIR,米空軍.  2. USエアウェイズ(US Airways)アリゾナ州テンピTempeに本拠を置く航空会社. USエアと呼ばれることが多い
USEPA,USEPA,United States Environmental Protection Agency. アメリカ合衆国環境保護庁
usher,アッシャー,受付. (結婚式の)先導役. 座席案内係. 誘導する. 案内する
using,使用して,使用
usual,通常の,いつもの. 通例の. 普通の
usurp,奪う,(権力･地位を)奪う. 横領する. 不法使用する
utero,子宮,胎内で
utter,全くの,口に出す. 言う. (叫び声･うめき声)を出す. 2. 全くの
uvula,喉ひこ,喉ひこ. (俗称. のどちんこ)
Uzbek,ウズベク語,ウズベク語
vague,漠然とした,ばく然とした. 曖昧な. ぼんやりした. あいまいな
valet,バレット,近侍. 従者(男). 近侍として(人に)仕える. 世話をする
valid,有効な,根拠のある. 主張の正しい. 妥当な. 有効な. 法的に有効な. 確かな. 正当な. 効果的な
valor,勇気,(危険をものともしない)勇気. 豪胆. 剛勇. 大胆. 果敢
value,価値,価値. 価値観. を評価する 2. 明度(cf. HSV)
valve,バルブ,バルブ. 弁. 水門の戸. 真空管. 弁で調節する
vapid,気の抜けた,おもしろくない
vapor,蒸気,蒸気. 蒸発気(湯気. 水蒸気など). 空想. 妄想. 蒸発する. 水蒸気. 気相. 気体
vault,ボールト,金庫. 貴重品保管室. 丸天井. 地下室. 貯蔵所. (pole vault. 棒高跳び. vault. 跳馬)
vaunt,自慢,自慢. 誇示する
vegan,完全菜食主義の,"ヴィーガン(Vegan). 完全菜食主義者. 乳製品,蜂蜜等も含む動物性の食品を一切摂らず,革製品等の動物の利用も避ける人々"
Vegas,ラスベガス,ラスベガス (ネバダ州)
venal,腐敗した,金で動かされる. 買収できる. 腐敗した
venom,毒,悪意. 毒. 毒液. うらみ. に毒を注ぐ. 悪意で満たす
venue,会場,会場. 集合場所. (行動･事件の)現場
Venus,ヴィーナス,ビーナス(ローマ神話の愛と美の女神). 絶世の美人. 金星
Verdi,ベルディ,ジュゼッペ･フランチェスコ･ヴェルディ(Giuseppe Francesco Verdi). 1813年生. 19世紀イタリアのロマン派の作曲家. オペラ「リゴレット」「椿姫」「アイーダ」等名旋律が多い
verge,寸前,接する. ふち. へり. 端. 境界
versa,その逆,その逆(vice versa)
verse,詩,詞. 詩の一行. 韻文. 詩句. 詩歌. 詩を作る
verve,力強さ,(芸術作品に現れた)気迫. 熱情. (一般に)活気. 力. 気力
vexed,イライラした,いらいらして. 困って
vibes,感情,vibraphone. vibrations
vicar,教区牧師,(英国国教会の)教区牧師. (教皇･司祭の)代理. 代理者
video,ビデオ,ビデオ
vigil,通夜,通夜. 寝ずの番. 眠れないこと. 徹夜. 徹夜の祈り
vigor,活力,元気. 力. 活力. 活気. 迫力. 勢い. (植物などの)生長力
villa,別荘,(大)別荘. いなかの(大)邸宅. (UK英)郊外住宅
vinyl,ビニール,ビニール
viola,ヴィオラ,(イタリア語)スミレ属の植物. ビオラ. 弦楽器の一種
vioxx,バイオックス,"2004年,米国メルク社が選択的阻害薬Vioxxの長期使用による心血管リスクの増加が確認されたとして,同薬を全面撤収した事件"
viper,まむし,毒ヘビ. マムシ. クサリヘビ. 2. 悪意のある人
viral,ウイルスの,ウイルスの. ウイルス起因の
Virgo,乙女座,乙女座
virus,ウイルス,ウイルス. ビールス. 病原体. 病毒. 害悪
visit,訪問,訪れる. 訪問する. 訪問
visor,バイザー,サンバイザー. ひさし. 日除け板. 覆面
vista,ビスタ,展望. 眺望. ながめ. 見通し. 予想
vital,バイタル,きわめて重大な. 致命的な. 生命の. 生命維持に必要な. 活気のある
vitis,ブドウ属,ブドウ科植物の属名
vitro,ビトロ,"in vitro(ラテン語), 試験管内で(=生体外で). (in vitro fertilization体外受精･試験管内受精,略IVF). 反意語in vivo(in the body)"
vivid,鮮やか,生き生きとした. 生気にみちた. (色･光)鮮明な. 強烈な. (色に関して)鮮やかな
vixen,雌キツネ,雌キツネ. 口やかましい女. 意地悪女. がみがみ女
vocal,ボーカル,ボーカル. 声の. 口頭の. 声楽の. 有声音. 母音. 声楽
vodka,ウォッカ,ウォッカ
vogue,流行,流行. はやり. 人気. 世間の受け
voice,声,声. 態
Volvo,ボルボ,ボルボ. 車名
vomit,嘔吐,嘔吐する. 激しく流出する
voter,有権者,投票者. 投票権所有者. 選挙人
vouch,保証する,保証する. 請け合う. 正しいと断言する
vowel,母音,母音. 母音字
wacko,変わったやつ,頭のおかしいやつ. へんなやつ
wacky,奇抜な,気違いじみた. 風変わりな. ばかげた
wafer,ウエハー,ウェハース. ウェハー
wager,賭け,を賭ける. 請け合う. 賭け. 賭事. 賭け金
wages,賃金,賃金
wagon,ワゴン,乳母車. 荷馬車. ワゴン
wahoo,ニレの木,ニレの木
waist,ウエスト,腰のくびれ. ウエスト. 胴着. ブラウス
waive,放棄する,(権利)を放棄する. 撤回する. を差し控える
waken,目覚める,の目を覚まさせる. を奮起させる. 気付かせる
Wales,ウェールズ,Wales(ウェールズ. 英国). 2. (w-)みみずばれ. うね
wally,ウォリー,見事な. 十分な. 大きな. 見せかけだけの物
Walsh,ウォルシュ,ウォルシュ. 社名. 人名
waltz,ワルツ,楽々とやってのける. ワルツ(を踊る). 軽やかに動く
wanna,したい,したい. (=want to 口語)
wares,用品,用品
waste,廃棄物,を浪費する. 浪費. 廃棄物
watch,見る,を見る. 注視する. 腕時計. (cf. clock掛け時計)
water,水,水
waver,迷う,炎が揺れる. 動揺する. 躊躇する. ためらう. 変動する. くじける. 2. (n)ためらう様子. (cf. waiver権利放棄)
Wayne,ウェイン,John Wayne. 米国の西部劇スター 他
weary,疲れた,疲れた. 退屈な. 飽き飽きして. うんざりした
weave,ウィーブ,織る. よろめく. 編む. 編み込む. 仕組む. 張る. まとめあげる. (物語･計画などを)作り上げる
wedge,ウェッジ,くさび. くさび形の. くさびで留める. くさびで割る
weeny,とても小さな,ちっちゃな. ちっぽけな
weepy,涙ぐんだ,お涙頂戴の. ジクジク染み出させる. 涙ぐんだ. 涙もろい. 涙を流さんばかりの. 滲出する
weigh,量る,(重さを)量る. 重荷になる. 出航する. よく考える. 重要である
weird,奇妙な,超自然的な. 奇妙な. 風変わりな. 変な. 不思議な. 運命の
Welch,ウェルチ,"ウェールズ(Wales)の,　=Welsh"
Welsh,ウェールズ語,"ウェールズ(Wales)の,ウェールズ人の, =Welch"
Wendy,ウェンディ,ウェンディ(人名)
whack,強打,強く打つこと. を負かす. (音を立てて)強く打つ. を山分けする
whale,クジラ,クジラ. 鯨
wharf,埠頭,波止場. 埠頭. を波止場につなぐ. 波止場に停泊する
wheat,小麦,小麦
wheel,ホイール,車輪. くるりと向きを変える. 押す. ハンドル. 自転車. 推進力
where,どこ,どこに. どこで. どこへ. どこ
which,どちらの,どちらの. どちら
whiff,ほのかな香り,一嗅ぎ. ひと吹き. におい. 軽く吹く. タバコをふかす. 空振りする
while,する一方で,の間. ～する間. ～する一方で
whine,駄々をこねる,"すすり泣く. ぐちをこぼす. 哀れっぽい声. 犬の鳴き声. (cf. howl遠ぼえする. whineクンクンなく. yelp,yapキャンキャン吠える. growl怒って唸る. snarl歯をむき出して唸る)"
whiny,泣き言を言う,泣き言を言う
whirl,旋回,ぐるぐる回る･回す(こと). 疾走する. めまい(がする). 急に向きを変える. 騒動
whisk,泡立て器,をさっと払う. をさっと動かす. を泡立てる. すばやい動き. 泡立て器
whist,ホイスト,ホイスト. しっ!
white,白,"白. 白い. (cf. white book. 政府の報告書,a government report)"
whizz,達人,びゅーと飛ぶ
whole,全体,全体の. まるごとの. 完全な. 整数の. 全部. 全体
whoop,叫び声を上げる,大声で叫ぶ. 叫び声. 喚声. ホーホー鳴く(声)
whore,売春婦,"売春婦. Attention Whore(俗. 見て見て,などの意)"
whorl,渦巻き,(巻き貝の)渦巻. 輪生体. らせん(の一巻き)
whose,その,その. だれの
Wicca,ウイッカ,"ウイッカ, ペイガニズム(Paganism古代の多神教)の復興運動とし,欧州の特に女神崇拝を復活させたとする宗教. 信仰者をWiccanと呼ぶ"
widen,広げる,広くする. を広くする. 広くなる
wider,広い,広い
widow,未亡人,未亡人. 余分の手札. 未亡人になる
width,幅,幅. 広さ
wield,振るう,を扱う. (権力など)を行使する. (影響など)を及ぼす
wight,ワイト,人. 人間. 2. ワイト島(英海峡の島)
wilco,ウィルコ,了解(無線通信で受信したメッセージの応諾を示す言葉. will complyの短縮形). 2. バンド名
Wilde,ワイルド,ワイルド (人名)
Willy,ウィリー,ウィリー(人名)  2. (=willie)柳. 柳葉色. ペニス. ちんちん. 3. willy-nillyいやでも応でも
wimpy,軟弱な,弱虫の
wince,ひるみ,いやな顔をする. たじろぐ. ひるむ. たじろぎ. 怯む
winch,ウインチ,ウィンチ. 巻き揚げ機. 曲がり柄. クランク
windy,風の強い,風の強い
wiper,ワイパー,ワイパー. ふきん. スポンジ. タオル. ハンカチ. 手ぬぐい
